vid,japanese,reading,meaning,type,category,subcategory,level,samplesentence,sentencehiragana,sentencemeaning
s110,おめでとうございます,おめでとうございます,congratulations; happy [birthday/etc.],expression,shopping,プレゼント,35,「お誕生日、おめでとうございます。」,「おたんじょうび、おめでとうございます。」,“Happy birthday.”
s111,わあ,わあ,wow; oh!,expression,shopping,プレゼント,35,わあ、空に大きな月があります。,わあ、そらに おおきな つきが あります。,"Wow, there's a big moon in the sky."
s112,何歳,なんさい,how old,expression,shopping,プレゼント,35,何歳ですか。,なんさいですか。,How old are you?
s113,おいくつ,おいくつ,how old (polite),expression,shopping,プレゼント,35,おいくつですか。,おいくつですか。,How old are you?
s114,～歳,～さい,[number] years old,counter,shopping,プレゼント,35,私は三十歳です。,わたしは さんじゅっさいです。,I am thirty years old.
s115,一歳,いっさい,one year old,counter,shopping,プレゼント,35,弟は一歳です。,おとうとは いっさいです。,My younger brother is one year old.
s116,二歳,にさい,two years old,counter,shopping,プレゼント,35,その子は二歳です。,その こは にさいです。,That child is two years old.
s117,三歳,さんさい,three years old,counter,shopping,プレゼント,35,妹は三歳です。,いもうとは さんさいです。,My younger sister is three years old.
s118,四歳,よんさい,four years old,counter,shopping,プレゼント,35,子供は四歳です。,こどもは よんさいです。,The child is four years old.
s119,五歳,ごさい,five years old,counter,shopping,プレゼント,35,息子は五歳です。,むすこは ごさいです。,My son is five years old.
s120,六歳,ろくさい,six years old,counter,shopping,プレゼント,35,その子は六歳です。,その こは ろくさいです。,That child is six years old.
s121,七歳,ななさい,seven years old,counter,shopping,プレゼント,35,娘は七歳です。,むすめは ななさいです。,My daughter is seven years old.
s122,八歳,はっさい,eight years old,counter,shopping,プレゼント,35,その子は八歳です。,その こは はっさいです。,That child is eight years old.
s123,九歳,きゅうさい,nine years old,counter,shopping,プレゼント,35,彼は九歳です。,かれは きゅうさいです。,He is nine years old.
s124,十歳,じゅっさい,ten years old,counter,shopping,プレゼント,35,弟は十歳です。,おとうとは じゅっさいです。,My younger brother is ten years old.
s125,二十歳,はたち,twenty years old,counter,shopping,プレゼント,35,今年、二十歳になります。,ことし、はたちに なります。,I will turn twenty this year.
s126,何日,なんにち,what day of the month; how many days,counter,shopping,プレゼント,35,今日は何日ですか。,きょうは なんにちですか。,What date is it today?
s127,～日,～にち,[number]th day; [number] days,counter,shopping,プレゼント,35,五月五日は子供の日です。,ごがつ いつかは こどもの ひです。,May 5 is Children's Day.
s128,一日,ついたち,the first day of the month,counter,shopping,プレゼント,35,一日は長いようで短いです。,ついたちは ながい ようで みじかいです。,"The first day seems long, but is short."
s129,二日,ふつか,the second day; two days,counter,shopping,プレゼント,35,二日に友達が来ます。,ふつかに ともだちが きます。,My friend is coming on the second.
s130,三日,みっか,the third day; three days,counter,shopping,プレゼント,35,三日に帰ります。,みっかに かえります。,I'll return on the third.
s131,四日,よっか,the fourth day; four days,counter,shopping,プレゼント,35,四日に映画を見ます。,よっかに えいがを みます。,I'll watch a movie on the fourth.
s132,五日,いつか,the fifth day; five days,counter,shopping,プレゼント,35,五日に手紙を書きます。,いつかに てがみを かきます。,I'll write a letter on the fifth.
s133,六日,むいか,the sixth day; six days,counter,shopping,プレゼント,35,六日に買い物をします。,むいかに かいものを します。,I'll go shopping on the sixth.
s134,七日,なのか,the seventh day; seven days,counter,shopping,プレゼント,35,七日に友達と会います。,なのかに ともだちと あいます。,I'll meet my friend on the seventh.
s135,八日,ようか,the eighth day; eight days,counter,shopping,プレゼント,35,八日に旅行へ行きます。,ようかに りょこうへ いきます。,I'll go on a trip on the eighth.
s136,九日,ここのか,the ninth day; nine days,counter,shopping,プレゼント,35,九日に家へ帰ります。,ここのかに いえへ かえります。,I'll go home on the ninth.
s137,十日,とおか,the tenth day; ten days,counter,shopping,プレゼント,35,十日にパーティーがあります。,とおかに ぱーてぃーが あります。,There is a party on the tenth.
s138,十一日,じゅういちにち,the eleventh day; eleven days,counter,shopping,プレゼント,35,十一日に映画を見ます。,じゅういちにちに えいがを みます。,I'll watch a movie on the eleventh.
s139,十二日,じゅうににち,the twelfth day; twelve days,counter,shopping,プレゼント,35,十二日に手紙を送ります。,じゅうににちに てがみを おくります。,I'll send a letter on the twelfth.
s140,十三日,じゅうさんにち,the thirteenth day; thirteen days,counter,shopping,プレゼント,35,十三日に友達が来ます。,じゅうさんにちに ともだちが きます。,My friend is coming on the thirteenth.
s141,十四日,じゅうよっか,the fourteenth day; fourteen days,counter,shopping,プレゼント,35,十四日に仕事があります。,じゅうよっかに しごとが あります。,I have work on the fourteenth.
s142,十五日,じゅうごにち,the fifteenth day; fifteen days,counter,shopping,プレゼント,35,十五日に会いましょう。,じゅうごにちに あいましょう。,Let's meet on the fifteenth.
s143,十六日,じゅうろくにち,the sixteenth day; sixteen days,counter,shopping,プレゼント,35,十六日に本を買います。,じゅうろくにちに ほんを かいます。,I'll buy a book on the sixteenth.
s144,十七日,じゅうしちにち,the seventeenth day; seventeen days,counter,shopping,プレゼント,35,十七日に映画館へ行きます。,じゅうしちにちに えいがかんへ いきます。,I'll go to the movie theater on the seventeenth.
s145,十八日,じゅうはちにち,the eighteenth day; eighteen days,counter,shopping,プレゼント,35,十八日に手紙が届きました。,じゅうはちにちに てがみが とどきました。,A letter arrived on the eighteenth.
s146,十九日,じゅうくにち,the nineteenth day; nineteen days,counter,shopping,プレゼント,35,十九日に雨が降りました。,じゅうくにちに あめが ふりました。,It rained on the nineteenth.
s147,二十日,はつか,the twentieth day; twenty days,counter,shopping,プレゼント,35,二十日に旅行へ行きます。,はつかに りょこうへ いきます。,I'll go on a trip on the twentieth.
s148,二十一日,にじゅういちにち,the twenty-first day; twenty-one days,counter,shopping,プレゼント,35,二十一日に友達と会います。,にじゅういちにちに ともだちと あいます。,I'll meet my friend on the twenty-first.
s149,二十二日,にじゅうににち,the twenty-second day; twenty-two days,counter,shopping,プレゼント,35,二十二日に手紙を書きます。,にじゅうににちに てがみを かきます。,I'll write a letter on the twenty-second.
s150,二十三日,にじゅうさんにち,the twenty-third day; twenty-three days,counter,shopping,プレゼント,35,二十三日に帰ります。,にじゅうさんにちに かえります。,I'll return on the twenty-third.
s151,二十四日,にじゅうよっか,the twenty-fourth day; twenty-four days,counter,shopping,プレゼント,35,二十四日に映画を見ます。,にじゅうよっかに えいがを みます。,I'll watch a movie on the twenty-fourth.
